"code","dep_time","dep_place","arr_time","arr_place","aircraft","time"
"PG 267","14:15","BKK","15:40","KBV","Airbus A320","['No', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"PG 268","19:00","BKK","20:15","CNX","Airbus A320","['Yes', 'No', 'Yes', 'Yes', 'No', 'Yes', 'Yes']"
"PG 269","20:25","BKK","21:50","KBV","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 273","13:55","BKK","15:20","HKT","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 277","16:55","BKK","18:20","HKT","Airbus A320","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PG 279","19:45","BKK","21:10","HKT","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PG 285","14:35","BKK","16:00","HKT","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 289","06:20","BKK","07:45","HKT","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4010","20:10","BKK","00:05","AUH","Boeing 777","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 4012","02:10","BKK","05:45","AUH","Boeing 777","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4016","18:05","BKK","22:05","AUH","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PG 4235","20:15","BKK","23:25","DEL","Boeing 737","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 4331","15:40","BKK","18:40","BOM","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PG 4333","20:55","BKK","23:50","BOM","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4337","05:55","BKK","08:45","BOM","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4503","14:15","BKK","17:25","KUL","Boeing 737","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4507","19:40","BKK","22:50","KUL","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4509","18:40","BKK","21:55","KUL","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4514","17:10","KUL","17:25","HKT","Boeing 737","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4516","13:10","KUL","13:20","HKT","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4527","23:35","SIN","09:00","MEL","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"PG 4529","23:00","SIN","04:15","PER","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4535","19:15","SIN","06:10","SYD","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4537","23:55","SIN","09:50","SYD","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"PG 4541","19:45","SIN","06:15","MEL","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4543","18:35","SIN","23:45","PER","Boeing 737","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 4552","09:00","HKG","10:45","BKK","Airbus A330","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4554","09:30","HKG","11:25","BKK","Airbus A330","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4556","12:05","HKG","13:50","BKK","Airbus A330","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4558","14:25","HKG","16:20","BKK","Boeing 777","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4560","15:55","HKG","17:45","BKK","Boeing 777","['No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'No']"
"PG 4562","16:45","HKG","18:50","BKK","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 4564","22:00","HKG","23:55","BKK","Boeing 777","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PG 4568","10:00","HKG","12:05","BKK","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 4570","21:25","HKG","23:15","BKK","Airbus A330","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 4900","07:15","TPE","10:05","BKK","Boeing 747",""
"PG 4902","13:55","TPE","16:45","BKK","Airbus A330",""
"PG 4904","14:55","KHH","17:25","BKK","Boeing 737",""
"PG 4906","22:05","TPE","00:35","BKK","Airbus A330",""
"PG 703","16:45","BKK","17:35","RGN","Airbus A319","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PG 705","20:30","BKK","21:45","RGN","ATR42/ATR72","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PG 707","13:45","BKK","14:40","RGN","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 724","13:10","RGN","15:05","CNX","ATR42/ATR72","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 733","21:15","BKK","00:20","BOM","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 745","19:50","BKK","21:20","DAC","Airbus A319","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PG 806","16:15","HKG","20:30","BKK","Airbus A319","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 905","11:35","BKK","12:35","REP","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 906","14:35","BKK","15:50","CNX","Airbus A319","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PG 907","17:50","BKK","18:45","REP","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 909","18:45","BKK","19:55","REP","ATR42/ATR72","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PG 913","14:05","BKK","15:15","REP","ATR42/ATR72","['No', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"PG 924","12:25","BKK","13:50","HKT","Airbus A320","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"PG 927","06:15","BKK","07:25","PNH","Airbus A319","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PG 930","13:20","PNH","14:30","BKK","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 933","13:30","BKK","14:40","PNH","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PG 935","17:30","BKK","18:40","PNH","Airbus A320","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PG 937","21:35","BKK","22:45","PNH","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PG 939","11:20","BKK","12:30","PNH","Airbus A319","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PK 1861","18:50","BKK","22:25","KHI","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 1017","16:30","JJN","19:00","MNL","Boeing 737-800","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 1085","21:45","MNL","05:10","IST","Boeing 777-300ER","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PR 1197","14:40","MNL","16:00","PPS","Airbus A321","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"PR 1421","00:35","MNL","05:55","AUH","Boeing 777-300ER","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PR 1423","17:55","MNL","23:30","AUH","Boeing 777-300ER","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 155","11:25","MNL","16:35","BAH","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 1825","20:20","MNL","22:05","DVO","Airbus A320","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"PR 1853","12:30","MNL","13:45","CEB","Airbus A321","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"PR 1861","16:00","MNL","17:15","CEB","Airbus A340-300","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"PR 2053","14:50","MNL","15:45","MPH","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 209","21:10","MNL","08:25","MEL","Airbus A330-200","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 2133","12:30","MNL","13:45","BCD","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 2135","15:55","MNL","17:10","BCD","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2137","19:55","MNL","21:00","BCD","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 2143","15:15","MNL","16:30","ILO","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2145","16:50","MNL","18:00","ILO","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2147","18:45","MNL","19:45","ILO","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 215","00:20","MNL","08:15","POM","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 221","22:15","MNL","09:40","BNE","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PR 2238","13:00","CEB","13:45","TAC","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 2349","12:30","CEB","13:45","PPS","Airbus A320","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"PR 2357","12:50","CEB","14:00","GES","Airbus A320","['No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes']"
"PR 2365","14:25","CEB","15:35","DVO","Airbus A320","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"PR 237","18:50","MNL","19:50","KLO","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 2384","12:20","CEB","13:05","ILO","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 2386","15:20","CEB","16:10","ILO","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"PR 2529","19:35","MNL","21:05","CGY","Airbus A321","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"PR 2543","13:20","MNL","14:35","DGT","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2777","14:40","MNL","15:55","TAG","Airbus A320","['Yes', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PR 2785","13:30","MNL","14:30","PPS","Airbus A320","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"PR 2787","17:10","MNL","18:10","PPS","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2815","11:50","MNL","13:30","DVO","Airbus A321","['No', 'Yes', 'No', 'No', 'No', 'No', 'No']"
"PR 2817","15:15","MNL","17:05","DVO","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2819","18:40","MNL","20:30","DVO","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PR 2823","20:15","MNL","21:45","DVO","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2859","14:30","MNL","15:45","CEB","Airbus A321","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"PR 2861","16:00","MNL","17:15","CEB","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2863","18:15","MNL","19:30","CEB","Airbus A320","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 2867","20:00","MNL","21:15","CEB","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"PR 2971","19:00","MNL","20:00","KLO","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PR 2975","16:30","MNL","17:30","KLO","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 2985","13:00","MNL","14:15","TAC","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 2987","15:30","MNL","16:45","TAC","Airbus A320","['Yes', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"PR 301","11:15","HKG","13:30","MNL","Airbus A330-200","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PR 307","18:00","HKG","20:15","MNL","Airbus A330-200","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PR 311","22:15","HKG","00:25","MNL","Airbus A321","['Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 319","13:20","HKG","15:20","MNL","Airbus A321","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"PR 501","15:10","MNL","18:50","SIN","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 509","19:30","MNL","23:10","SIN","Airbus A321","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PR 527","11:30","MNL","15:00","KUL","Airbus A321","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"PR 537","20:55","MNL","00:25","DPS","Airbus A320","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 597","12:30","MNL","14:30","SGN","Airbus A321","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"PR 654","11:50","MNL","17:20","RUH","Airbus A330","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
"PR 656","12:30","MNL","17:45","AUH","Airbus A330-200","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No']"
"PR 658","22:00","MNL","07:55","JED","Airbus A330","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 668","22:00","MNL","06:55","KWI","Airbus A330","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"PR 705","17:20","MNL","21:15","KUL","Boeing 737-800","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"PR 807","13:15","MNL","17:05","KUL","Boeing 737-800","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"PR 871","07:35","TPE","09:35","MNL","Airbus A330",""
"PR 873","13:45","TPE","15:50","MNL","Airbus A330",""
"PR 893","09:40","TPE","12:20","KLO","Airbus A321","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"PR 895","11:10","TPE","13:35","MNL","Airbus A321",""
"PR 897","20:20","TPE","22:45","MNL","Airbus A321",""
"PR 899","09:40","TPE","12:30","PPS","Airbus A321","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PR 925","16:05","HKG","18:50","CEB","Airbus A330","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"PX 19","20:05","HKG","04:50","POM","Boeing 767-300","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"PY 993","10:20","AMS","14:50","PBM","Airbus A340-300","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"QF 118","21:40","HKG","10:05","SYD","Airbus A330-300","['No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes']"
"QF 128","19:50","HKG","07:55","SYD","Boeing 747-400","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"QF 1309","14:10","BNE","17:00","CBR","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 1419","11:55","SYD","12:50","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'Yes', 'No', 'Yes', 'No', 'No', 'No']"
"QF 1421","14:25","SYD","15:20","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"QF 1427","15:10","SYD","16:05","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 1429","14:45","SYD","15:40","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 145","11:15","SYD","16:25","AKL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 147","13:15","SYD","18:25","AKL","Boeing 737-800 Winglets","['Yes', 'Yes', 'No', 'Yes', 'No', 'No', 'No']"
"QF 1475","13:40","SYD","14:35","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 1479","13:00","SYD","13:55","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 1485","15:00","SYD","15:55","CBR","De Havilland DHC-8-300 Dash 8/8Q","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 1515","15:30","SYD","16:30","CBR","Boeing 717-200","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 1532","15:05","MEL","16:10","CBR","Boeing 717-200","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 1549","14:10","BNE","17:00","CBR","Boeing 717-200","['No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes']"
"QF 1555","14:30","SYD","16:10","ADL","Boeing 717-200","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 1593","12:00","BNE","15:15","ADL","Boeing 717-200","['No', 'No', 'No', 'No', 'No', 'Yes', 'Yes']"
"QF 180","21:40","HKG","09:05","SYD","Airbus A330-300","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 20","23:55","MNL","11:00","SYD","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 2130","12:35","MEL","13:45","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 2138","12:15","MEL","13:25","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 2567","12:10","BNE","15:20","CBR","De Havilland DHC-8 Dash 8-400 Dash 8Q","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"QF 30","19:50","HKG","08:15","MEL","Boeing 747-400","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"QF 302","00:15","PVG","13:35","SYD","Airbus A330-200","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 304","00:20","PVG","12:40","MEL","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'No', 'Yes']"
"QF 334","21:15","CAN","08:25","BNE","Airbus A330-300","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 336","14:05","CAN","21:55","PER","Airbus A330-200","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 338","21:10","SGN","09:25","MEL","Boeing 787-8","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 3442","20:30","BKK","21:45","RGN","ATR 72","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 3446","18:45","BKK","19:55","REP","ATR 72","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 3453","13:20","PNH","14:30","BKK","Airbus A319","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"QF 3465","17:50","BKK","18:45","REP","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 3466","17:30","BKK","18:40","PNH","Airbus A320","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 3468","21:35","BKK","22:45","PNH","Airbus A320","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 357","23:30","TPE","11:50","MEL","Airbus A330-300",""
"QF 358","20:35","SGN","08:15","SYD","Boeing 787-8","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 36","19:45","SIN","06:15","MEL","Airbus A330-200","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 366","18:20","CAN","06:45","SYD","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"QF 38","23:40","SIN","10:10","MEL","Airbus A330-200","['No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No']"
"QF 384","23:05","TPE","11:35","SYD","Airbus A330-300",""
"QF 388","23:25","TPE","10:20","BNE","Airbus A330-300",""
"QF 390","23:00","TPE","10:15","SYD","Airbus A330-300",""
"QF 431","12:00","SYD","13:35","MEL","Boeing 737-800 Winglets","['Yes', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 432","12:30","MEL","13:55","SYD","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 433","13:15","SYD","14:50","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 434","13:00","MEL","14:25","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 435","13:00","SYD","14:35","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 436","13:45","MEL","15:10","SYD","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"QF 437","13:30","SYD","15:05","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 438","14:00","MEL","15:25","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 439","14:00","SYD","15:35","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 440","14:30","MEL","15:55","SYD","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"QF 441","14:30","SYD","16:05","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 442","15:00","MEL","16:25","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 443","15:00","SYD","16:35","MEL","Airbus A330-200","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 473","14:15","SYD","15:50","MEL","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 486","13:45","MEL","15:10","SYD","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"QF 5004","21:25","HGH","11:15","SYD","Airbus A330-200","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 5006","21:35","PVG","10:05","BNE","Airbus A330-200","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 5013","17:55","CAN","06:40","MEL","Airbus A330","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
"QF 524","12:00","SYD","13:30","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 525","12:05","BNE","13:40","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 527","11:35","BNE","14:10","SYD","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 528","13:00","SYD","13:30","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 529","12:05","BNE","14:40","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"QF 530","14:00","SYD","14:30","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 531","12:35","BNE","15:10","SYD","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 532","15:00","SYD","15:30","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 533","13:05","BNE","15:40","SYD","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 534","13:30","SYD","14:00","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 537","14:05","BNE","16:40","SYD","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"QF 538","15:30","SYD","16:00","BNE","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 6","23:55","SIN","09:50","SYD","Airbus A330-200","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 618","13:10","MEL","15:20","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 619","11:55","BNE","15:15","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"QF 620","14:10","MEL","15:20","BNE","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 621","12:55","BNE","15:20","MEL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'Yes', 'No']"
"QF 623","13:55","BNE","17:20","MEL","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"QF 624","15:10","MEL","16:20","BNE","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 667","12:00","BNE","15:10","ADL","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'No']"
"QF 685","13:25","MEL","14:15","ADL","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'No', 'No']"
"QF 689","14:40","MEL","15:30","ADL","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'No', 'No', 'No', 'No']"
"QF 691","15:45","MEL","16:35","ADL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 72","18:30","SIN","23:45","PER","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'No', 'Yes', 'No']"
"QF 751","12:20","SYD","14:00","ADL","Boeing 737-800 Winglets","['No', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 759","13:55","SYD","15:30","ADL","Boeing 737-800 Winglets","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 761","15:00","SYD","16:35","ADL","Boeing 737-800 Winglets","['No', 'No', 'Yes', 'No', 'No', 'No', 'Yes']"
"QF 8049","08:50","DXB","13:15","MUC","Airbus A380-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 8055","08:30","DXB","13:25","DUS","Airbus A380-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 8059","09:00","DXB","13:45","HAM","Boeing 777-300ER","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 8087","08:40","DXB","13:20","ZRH","Airbus A380-800","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 8089","08:30","DXB","13:15","GVA","Boeing 777-300ER","['No', 'No', 'No', 'No', 'Yes', 'No', 'No']"
"QF 812","13:15","MEL","14:20","CBR","Boeing 737-800 Winglets","['Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'No']"
"QF 8123","10:45","DXB","14:50","IST","Boeing 777-300ER","['No', 'No', 'No', 'Yes', 'Yes', 'No', 'No']"
